.interp,.note.ABI-tag,.note.gnu.build-i,.gnu.hash,.dynsym,.dynstr,.rela.dyn,.rela.plt,.init,.plt,.text,.fini,.rodata,.eh_frame_hdr,.eh_frame,.init_array,.fini_array,.dynamic,.got,.got.plt,.data,.bss,.comment,.symtab,.strtab,.shstrtab,filesize,time
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000eec,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003909587860107422
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000ef0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.0040283203125
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000ef4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004008769989013672
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000ef8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003993511199951172
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000efc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003988981246948242
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f00,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.00413203239440918
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f04,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003957509994506836
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f08,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004029750823974609
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f0c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004334211349487305
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f10,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003965854644775391
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f14,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004156827926635742
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f18,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003974437713623047
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f1c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004046201705932617
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f20,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.00404667854309082
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f24,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.0038971900939941406
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f28,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004018306732177734
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f2c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.00396275520324707
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f30,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004498958587646484
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f34,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.00406193733215332
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f38,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004073143005371094
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f3c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.0039017200469970703
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f40,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003984451293945313
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f44,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004036426544189453
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f48,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004007339477539063
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f4c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.0042726993560791016
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f50,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004037141799926758
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f54,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003950834274291992
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f58,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003997802734375
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f5c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003973960876464844
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f60,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004119873046875
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f64,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004111051559448242
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f68,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004174232482910156
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f6c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004029273986816406
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f70,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.00398707389831543
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f74,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004002809524536133
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f78,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003964424133300781
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f7c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004135847091674805
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f80,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004034280776977539
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f84,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004132270812988281
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f88,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003960132598876953
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f8c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004094600677490234
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f90,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004039525985717773
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f94,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004095792770385742
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000f98,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004159212112426758
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000f9c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003971576690673828
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000fa0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004080533981323242
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000fa4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004114627838134766
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000fa8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004012107849121094
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000fac,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.00406956672668457
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000fb0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003987789154052734
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000fb4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004015445709228516
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000fb8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004071235656738281
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000fbc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004069089889526367
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000fc0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003976106643676758
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000fc4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003980875015258789
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000fc8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004111051559448242
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000fcc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003887653350830078
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000fd0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004117727279663086
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000fd4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.003975629806518555
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000fd8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.00405430793762207
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000fdc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,21488,0.004020929336547852
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000375,000000000000000d,0000000000000017,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c4,103,17328,0.0038831233978271493
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,00000000000003d5,000000000000000d,0000000000000017,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c4,103,17328,0.0038874149322509774
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000515,000000000000000d,0000000000000017,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c4,103,17328,0.0038938522338867188
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000575,000000000000000d,0000000000000017,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c4,103,17328,0.0038836002349853524
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000655,000000000000000d,0000000000000017,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c4,103,17328,0.00382232666015625
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000475,000000000000000d,0000000000000280,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c4,103,17328,0.0038688182830810547
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000475,000000000000000d,0000000000000368,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c4,103,17328,0.0038383007049560547
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000445,000000000000000d,0000000000000440,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c4,103,17328,0.003851175308227539
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000475,000000000000000d,0000000000000568,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c4,103,17328,0.0038297176361083984
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000000680,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,17328,0.003803253173828125
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,00000000000007e8,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,17328,0.00402379035949707
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000000940,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,17328,0.0039272308349609375
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000000ae8,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,17328,0.0041697025299072266
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000000c80,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,21424,0.004105567932128906
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000475,000000000000000d,0000000000000e68,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,21424,0.003908634185791016
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000445,000000000000000d,0000000000001040,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,21424,0.0038347244262695312
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000475,000000000000000d,0000000000001268,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,21424,0.003875255584716797
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000001480,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,21424,0.0038826465606689453
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,00000000000016e8,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,21424,0.003916501998901367
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000001940,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,21424,0.003834962844848633
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000495,000000000000000d,0000000000001be8,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,21424,0.003921985626220703
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,00000000000004a5,000000000000000d,0000000000001e80,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,25520,0.003940343856811523
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000002168,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,25520,0.003951072692871094
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000002440,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,25520,0.0038907527923583984
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,00000000000004a5,000000000000000d,0000000000002768,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,25520,0.003992795944213867
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,00000000000004a5,000000000000000d,0000000000002a80,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,25520,0.004005670547485352
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,00000000000004a5,000000000000000d,0000000000002de8,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,29616,0.0042018890380859375
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000003140,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,29616,0.004056453704833984
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000495,000000000000000d,00000000000034e8,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,29616,0.003993034362792969
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000485,000000000000000d,0000000000003880,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,29616,0.004093647003173828
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000475,000000000000000d,0000000000003c68,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,33712,0.004185676574707031
000000000000001c,20,24,24,168,00000000000001a0,120,0000000000000090,000000000000001b,70,0000000000000445,000000000000000d,0000000000004040,44,118,10,8,210,38,48,10,118,000000000000002b,720,00000000000003c5,103,33712,0.003974199295043945
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000475,000000000000000d,0000000000004468,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,33816,0.004093647003173828
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000485,000000000000000d,0000000000004880,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,33816,0.0041463375091552734
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000495,000000000000000d,0000000000004ce8,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,37912,0.004124879837036133
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000485,000000000000000d,0000000000005140,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,37912,0.0041697025299072266
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000495,000000000000000d,00000000000055e8,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,37912,0.004274129867553711
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004a5,000000000000000d,0000000000005a80,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,37912,0.004343748092651367
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000495,000000000000000d,0000000000005f68,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,42008,0.004199028015136719
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000485,000000000000000d,0000000000006440,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,42008,0.004179954528808594
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000495,000000000000000d,0000000000006968,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,42008,0.004233837127685547
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004a5,000000000000000d,0000000000006e80,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,46104,0.00424957275390625
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004b5,000000000000000d,00000000000073e8,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,46104,0.004401445388793945
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004a5,000000000000000d,0000000000007940,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,46104,0.004336118698120117
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004a5,000000000000000d,0000000000007ee8,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,50200,0.004561901092529297
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000455,000000000000000d,0000000000008480,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,50200,0.004336118698120117
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000495,000000000000000d,0000000000008a68,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,50200,0.004473447799682617
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000485,000000000000000d,0000000000009040,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,54296,0.004472732543945313
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000495,000000000000000d,0000000000009668,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,54296,0.004406929016113281
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004c5,000000000000000d,0000000000009c80,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,58392,0.004712820053100586
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004a5,000000000000000d,000000000000a2e8,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,58392,0.004575967788696289
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004a5,000000000000000d,000000000000a940,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,58392,0.004686117172241211
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004b5,000000000000000d,000000000000afe8,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,62488,0.005067348480224609
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004b5,000000000000000d,000000000000b680,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,62488,0.004716157913208008
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,00000000000004d5,000000000000000d,000000000000bd68,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,66584,0.004876613616943359
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000485,000000000000000d,000000000000c440,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,66584,0.004678487777709961
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000495,000000000000000d,000000000000cb68,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,66584,0.00474095344543457
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000455,000000000000000d,000000000000d280,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,70680,0.004661798477172852
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000455,000000000000000d,000000000000d9e8,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,70680,0.004601955413818359
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000485,000000000000000d,000000000000e140,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,74776,0.004890203475952149
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000495,000000000000000d,000000000000e8e8,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,74776,0.004864692687988281
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000485,000000000000000d,000000000000f080,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,78872,0.004926919937133789
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000475,000000000000000d,000000000000f868,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,78872,0.004923105239868164
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000455,000000000000000d,0000000000010040,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,82968,0.00488591194152832
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000475,000000000000000d,0000000000010868,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,82968,0.005011558532714844
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000485,000000000000000d,0000000000011080,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,87064,0.005122184753417969
000000000000001c,20,24,24,198,00000000000001b9,120,00000000000000c0,000000000000001b,90,0000000000000495,000000000000000d,00000000000118e8,44,118,10,8,210,38,58,10,118,000000000000002b,750,00000000000003ec,103,87064,0.005311965942382813
